Title	RBID	Zenith Issue Id	Issue Date
National Geographic Voyages Hors-série	RBZ0005370	4111	03/01/2015
National Geographic Voyages Hors-série	RBZ0005370	4110	06/01/2015
National Geographic Voyages Hors-série	RBZ0005370	4795	12/01/2015
National Geographic Voyages Hors-série	RBZ0005370	376040	12/01/2017
National Geographic Voyages Hors-série	RBZ0005370	417863	02/01/2018
Neon	RBZ0004593	3570	01/01/2015
Neon	RBZ0004593	3569	02/01/2015
Neon	RBZ0004593	3568	04/01/2015
Neon	RBZ0004593	3567	05/01/2015
Neon	RBZ0004593	3566	06/01/2015
Neon	RBZ0004593	4824	07/01/2015
Neon	RBZ0004593	3565	07/01/2015
Neon	RBZ0004593	3564	09/01/2015
Neon	RBZ0004593	4823	10/01/2015
Neon	RBZ0004593	4825	11/01/2015
Neon	RBZ0004593	4158	11/01/2015
Neon	RBZ0004593	7390	01/01/2016
Neon	RBZ0004593	9137	02/01/2016
Neon	RBZ0004593	14434	03/01/2016
Neon	RBZ0004593	14435	04/01/2016
Neon	RBZ0004593	14436	05/01/2016
Neon	RBZ0004593	14437	06/01/2016
Neon	RBZ0004593	14438	07/01/2016
Neon	RBZ0004593	14439	08/01/2016
Neon	RBZ0004593	14440	09/01/2016
Neon	RBZ0004593	14442	10/01/2016
Neon	RBZ0004593	14441	10/01/2016
Neon	RBZ0004593	14443	12/01/2016
Neon	RBZ0004593	14444	01/01/2017
Neon	RBZ0004593	355778	12/01/2017
Neon	RBZ0004593	355779	02/01/2018
New York Spaces	RBZ0000628	371752	06/01/2017
New Zealand Guns & Hunting Magazine	RBZ0009195	368500	07/01/2017
New Zealand Mountain Biker	RBZ0004639	374454	08/01/2017
New Zealand Road Cyclist	RBZ0004638	374448	07/01/2017
Nuyou Time Singapore	RBZ0006227	343839	09/01/2014
NZ Autocar	RBZ0001699	350088	12/01/2016
NZ Light Commercial Vehicle	RBZ0008245	380412	04/01/2017
NZ Logger	RBZ0008244	372424	04/01/2017
NZ Rugby World Collectors' Series	RBZ0008837	346944	10/01/2016
NZ Truck & Driver Magazine	RBZ0003436	370832	04/01/2017
Old Bike Mart	RBZ0001536	46215	01/01/2017
Old Glory	RBZ0008205	46239	01/01/2017
Oxygen Magazine Australian Edition	RBZ0006079	10262	03/01/2016
OYLA Youth Science	RBZ0009307	386127	05/01/2017
Pacific Wings	RBZ0004157	298882	09/01/2015
Photo Technique	RBZ0006548	36733	06/01/2016
Plus Belle la Vie le magazine	RBZ0003129	145278	04/18/2011
PopCulture Magazine	RBZ0008960	378116	02/01/2017
Prima	RBZ0003130	3099	02/01/2015
Prima	RBZ0003130	3098	03/01/2015
Prima	RBZ0003130	3097	04/01/2015
Prima	RBZ0003130	3096	05/01/2015
Prima	RBZ0003130	3095	06/01/2015
Prima	RBZ0003130	3094	07/01/2015
Prima	RBZ0003130	3093	08/01/2015
Prima	RBZ0003130	3092	09/01/2015
Prima	RBZ0003130	4778	10/01/2015
Prima	RBZ0003130	4087	11/01/2015
Prima	RBZ0003130	7017	12/01/2015
Prima	RBZ0003130	7828	01/01/2016
Prima	RBZ0003130	9453	02/01/2016
Prima	RBZ0003130	9780	03/01/2016
Prima	RBZ0003130	27098	04/01/2016
Prima	RBZ0003130	31281	05/01/2016
Prima	RBZ0003130	34276	06/01/2016
Prima	RBZ0003130	37105	07/01/2016
Prima	RBZ0003130	39535	08/01/2016
Prima	RBZ0003130	44656	09/01/2016
Prima	RBZ0003130	44995	10/01/2016
Prima	RBZ0003130	46915	11/01/2016
Prima	RBZ0003130	48615	12/01/2016
Prima	RBZ0003130	351880	01/01/2017
Prima	RBZ0003130	355532	01/01/2018
Prima	RBZ0003130	408584	02/01/2018
Prima	RBZ0003130	408585	03/01/2018
Questions de Femmes - Hors Série 100% Astro	RBZ0008132	2540	08/01/2015
Rapid Bikes	RBZ0005753	348715	04/01/2017
RasPi Magazine	RBZ0007737	359771	12/01/2017
RasPi Magazine	RBZ0007737	396667	12/01/2017
RasPi Magazine	RBZ0007737	396669	01/01/2018
RasPi Magazine	RBZ0007737	419927	02/01/2018
RasPi Magazine	RBZ0007737	419928	03/01/2018
RasPi Magazine	RBZ0007737	419929	04/01/2018
RasPi Magazine	RBZ0007737	419930	05/01/2018
RasPi Magazine	RBZ0007737	419931	06/01/2018
RasPi Magazine	RBZ0007737	419932	07/11/2018
RasPi Magazine	RBZ0007737	419933	08/08/2018
Real Crime	RBZ0008584	330288	09/01/2016
Revista Construir	RBZ0007738	303353	09/01/2015
Revista Racing	RBZ0002954	350884	10/01/2016
Revista Tênis	RBZ0007390	372664	05/01/2017
Revista Transporte Mundial	RBZ0002957	348118	12/01/2016
Revolution Hong Kong	RBZ0004273	349008	12/01/2016
Revolution Taiwan	RBZ0004572	348927	01/01/2017
RI - Relações com Investidores	RBZ0003644	307267	12/01/2015
RIDE Cycling Review	RBZ0000718	379915	03/01/2017
Ronda	RBZ0008717	371355	05/08/2017
SA Real Estate Investor Magazine	RBZ0002959	25743	12/01/2015
SAILING Incorporating SA Yachting	RBZ0004132	352207	06/01/2017
Scientific American Brasil Especial	RBZ0005856	307264	10/01/2015
Scooting	RBZ0002742		06/01/2017
Ser Padres	RBZ0000748	371875	06/01/2017
SHADE	RBZ0008109	296983	06/01/2015
Snow Magazine	RBZ0001257	880	02/01/2015
Spider	RBZ0007929	356417	11/01/2017
Spider	RBZ0007929	356418	01/01/2018
Spider	RBZ0007929	356419	02/01/2018
Sports Afield	RBZ0005136	348618	07/01/2017
Star Magic Catalogue	RBZ0004949	344999	01/01/2015
Storage	RBZ0000784	34722	03/01/2017
Stuff Germany	RBZ0006152	322052	05/01/2016
Taiwan Tatler Weddings	RBZ0004573	389349	06/01/2017
The Mega Drive / SNES Book	RBZ0006736	346877	10/01/2016
The Nation	RBZ0000617	402846	12/18/2017
The Nation	RBZ0000617	397949	01/01/2018
The Nation	RBZ0000617	397950	01/15/2018
The Nation	RBZ0000617	397951	01/29/2018
The Nation	RBZ0000617	397952	02/12/2018
The Nation	RBZ0000617	397953	02/26/2018
The Nation	RBZ0000617	397954	03/05/2018
The Nation	RBZ0000617	397955	03/12/2018
The Nation	RBZ0000617	397956	03/19/2018
The Oxford American	RBZ0002070	378458	06/01/2017
The Rotarian	RBZ0003165	349059	05/01/2017
Thrasher Skateboard Magazine	RBZ0000803	351781	12/01/2017
Thrasher Skateboard Magazine	RBZ0000803	412380	01/01/2018
Thrasher Skateboard Magazine	RBZ0000803	412381	02/01/2018
Thrasher Skateboard Magazine	RBZ0000803	412382	03/01/2018
Todo Perros	RBZ0008510	19518	12/01/2016
Too Much	RBZ0008089	352034	05/01/2017
topCar	RBZ0000966	349246	01/01/2017
Total Girl Philippines	RBZ0003136	19424	04/01/2016
Toyota Zone	RBZ0005951	14276	12/01/2016
Trad'magazine	RBZ0008719	385970	05/01/2017
Travel Now	RBZ0008758	367259	01/01/2017
TREAD – Mountain Biking With Soul	RBZ0007413	28769	04/01/2016
Tri Sport	RBZ0004430	302300	10/01/2015
Triathlon & Multi Sport Magazine	RBZ0005601	17709	09/01/2016
Triathlon & Multi Sports Magazine Guide to Tour De France	RBZ0006303	227927	06/01/2013
Triathlon Plus	RBZ0001019	388317	06/01/2017
True Confessions	RBZ0001633	375930	07/01/2017
True Story	RBZ0001617	375027	07/01/2017
TVNewsCheck's Executive Outlook	RBZ0005238	277844	01/01/2015
Vancouver Magazine	RBZ0000835	352151	09/01/2017
Vault	RBZ0003373	19433	03/01/2016
Veggie	RBZ0008481	24834	05/01/2016
Victoire	RBZ0003110	347884	12/17/2016
Vida y Bienestar	RBZ0008966	376677	02/01/2017
Vogue Bambini	RBZ0005365	364118	09/01/2017
Voici	RBZ0003132	277018	01/02/2015
Voici	RBZ0003132	277474	01/09/2015
Voici	RBZ0003132	278019	01/16/2015
Voici	RBZ0003132	278598	01/23/2015
Voici	RBZ0003132	279179	01/30/2015
Voici	RBZ0003132	280885	02/01/2015
Voici	RBZ0003132	279787	02/06/2015
Voici	RBZ0003132	280371	02/13/2015
Voici	RBZ0003132	281564	02/27/2015
Voici	RBZ0003132	282288	03/06/2015
Voici	RBZ0003132	282915	03/13/2015
Voici	RBZ0003132	283440	03/20/2015
Voici	RBZ0003132	284092	03/27/2015
Voici	RBZ0003132	284737	04/03/2015
Voici	RBZ0003132	285347	04/10/2015
Voici	RBZ0003132	285868	04/17/2015
Voici	RBZ0003132	286555	04/24/2015
Voici	RBZ0003132	287138	05/01/2015
Voici	RBZ0003132	287760	05/08/2015
Voici	RBZ0003132	288455	05/14/2015
Voici	RBZ0003132	289792	05/29/2015
Voici	RBZ0003132	290331	06/05/2015
Voici	RBZ0003132	291027	06/12/2015
Voici	RBZ0003132	291569	06/19/2015
Voici	RBZ0003132	292317	06/26/2015
Voici	RBZ0003132	292993	07/03/2015
Voici	RBZ0003132	293558	07/10/2015
Voici	RBZ0003132	294161	07/17/2015
Voici	RBZ0003132	294708	07/24/2015
Voici	RBZ0003132	3548	08/07/2015
Voici	RBZ0003132	3552	08/14/2015
Voici	RBZ0003132	3546	08/21/2015
Voici	RBZ0003132	3549	08/27/2015
Voici	RBZ0003132	3550	09/04/2015
Voici	RBZ0003132	3551	09/11/2015
Voici	RBZ0003132	27333	09/18/2015
Voici	RBZ0003132	4745	09/25/2015
Voici	RBZ0003132	4746	10/02/2015
Voici	RBZ0003132	4747	10/09/2015
Voici	RBZ0003132	4041	10/16/2015
Voici	RBZ0003132	4042	10/23/2015
Voici	RBZ0003132	4043	10/30/2015
Voici	RBZ0003132	4044	11/06/2015
Voici	RBZ0003132	6056	11/13/2015
Voici	RBZ0003132	6057	11/20/2015
Voici	RBZ0003132	6058	11/27/2015
Voici	RBZ0003132	6059	12/04/2015
Voici	RBZ0003132	6060	12/11/2015
Voici	RBZ0003132	6061	12/18/2015
Voici	RBZ0003132	6062	12/25/2015
Voici	RBZ0003132	6063	01/01/2016
Voici	RBZ0003132	6064	01/08/2016
Voici	RBZ0003132	8088	01/15/2016
Voici	RBZ0003132	8810	01/22/2016
Voici	RBZ0003132	10028	01/29/2016
Voici	RBZ0003132	13593	02/05/2016
Voici	RBZ0003132	40555	02/12/2016
Voici	RBZ0003132	25606	02/19/2016
Voici	RBZ0003132	36975	02/26/2016
Voici	RBZ0003132	27819	03/04/2016
Voici	RBZ0003132	3547	03/09/2016
Voici	RBZ0003132	28631	03/11/2016
Voici	RBZ0003132	29243	03/18/2016
Voici	RBZ0003132	29418	03/25/2016
Voici	RBZ0003132	30229	04/01/2016
Voici	RBZ0003132	30455	04/08/2016
Voici	RBZ0003132	30652	04/15/2016
Voici	RBZ0003132	30903	04/22/2016
Voici	RBZ0003132	31121	04/29/2016
Voici	RBZ0003132	33472	05/06/2016
Voici	RBZ0003132	33653	05/13/2016
Voici	RBZ0003132	33876	05/20/2016
Voici	RBZ0003132	34077	05/27/2016
Voici	RBZ0003132	35446	06/03/2016
Voici	RBZ0003132	35626	06/10/2016
Voici	RBZ0003132	35843	06/17/2016
Voici	RBZ0003132	36072	06/24/2016
Voici	RBZ0003132	39693	07/01/2016
Voici	RBZ0003132	39906	07/08/2016
Voici	RBZ0003132	40063	07/14/2016
Voici	RBZ0003132	40260	07/22/2016
Voici	RBZ0003132	40407	07/29/2016
Voici	RBZ0003132	42575	08/05/2016
Voici	RBZ0003132	42738	08/12/2016
Voici	RBZ0003132	43921	08/19/2016
Voici	RBZ0003132	43920	08/26/2016
Voici	RBZ0003132	45161	09/02/2016
Voici	RBZ0003132	45341	09/09/2016
Voici	RBZ0003132	45539	09/16/2016
Voici	RBZ0003132	45748	09/23/2016
Voici	RBZ0003132	45964	09/30/2016
Voici	RBZ0003132	46467	10/07/2016
Voici	RBZ0003132	46674	10/14/2016
Voici	RBZ0003132	48012	10/21/2016
Voici	RBZ0003132	48178	10/28/2016
Voici	RBZ0003132	47591	11/04/2016
Voici	RBZ0003132	47793	11/11/2016
Voici	RBZ0003132	349851	11/18/2016
Voici	RBZ0003132	350511	11/24/2016
Voici	RBZ0003132	349181	12/02/2016
Voici	RBZ0003132	349363	12/09/2016
Voici	RBZ0003132	349534	12/16/2016
Voici	RBZ0003132	349663	12/23/2016
Voici	RBZ0003132	349742	12/30/2016
Voici	RBZ0003132	358205	12/08/2017
Voici	RBZ0003132	358206	12/15/2017
Voici	RBZ0003132	358207	12/22/2017
Voici	RBZ0003132	358208	12/29/2017
Voici	RBZ0003132	411369	01/11/2018
Voici	RBZ0003132	358209	01/11/2018
Voici	RBZ0003132	411370	01/19/2018
Voici	RBZ0003132	411371	01/26/2018
Voici	RBZ0003132	411372	02/02/2018
Voici	RBZ0003132	411373	02/09/2018
Voici	RBZ0003132	411374	02/16/2018
Voici	RBZ0003132	411375	02/23/2018
Voici Hors Série Spécial 25 ans	RBZ0005506	343056	11/01/2012
VSD	RBZ0003133	277313	01/08/2015
VSD	RBZ0003133	277751	01/13/2015
VSD	RBZ0003133	278378	01/22/2015
VSD	RBZ0003133	278949	01/29/2015
VSD	RBZ0003133	279643	02/05/2015
VSD	RBZ0003133	280162	02/12/2015
VSD	RBZ0003133	280795	02/19/2015
VSD	RBZ0003133	281374	02/26/2015
VSD	RBZ0003133	282042	03/05/2015
VSD	RBZ0003133	282716	03/12/2015
VSD	RBZ0003133	283343	03/19/2015
VSD	RBZ0003133	283943	03/26/2015
VSD	RBZ0003133	284638	04/02/2015
VSD	RBZ0003133	285146	04/09/2015
VSD	RBZ0003133	285715	04/16/2015
VSD	RBZ0003133	286281	04/23/2015
VSD	RBZ0003133	286987	04/30/2015
VSD	RBZ0003133	287532	05/07/2015
VSD	RBZ0003133	288239	05/14/2015
VSD	RBZ0003133	288880	05/21/2015
VSD	RBZ0003133	289553	05/28/2015
VSD	RBZ0003133	290218	06/04/2015
VSD	RBZ0003133	290799	06/11/2015
VSD	RBZ0003133	291441	06/18/2015
VSD	RBZ0003133	292073	06/25/2015
VSD	RBZ0003133	292773	07/02/2015
VSD	RBZ0003133	293369	07/09/2015
VSD	RBZ0003133	293936	07/16/2015
VSD	RBZ0003133	294496	07/23/2015
VSD	RBZ0003133	295096	07/30/2015
VSD	RBZ0003133	2924	08/06/2015
VSD	RBZ0003133	2923	08/13/2015
VSD	RBZ0003133	2922	08/20/2015
VSD	RBZ0003133	2921	08/27/2015
VSD	RBZ0003133	2920	09/03/2015
VSD	RBZ0003133	2919	09/10/2015
VSD	RBZ0003133	5132	09/17/2015
VSD	RBZ0003133	5133	09/24/2015
VSD	RBZ0003133	4765	10/01/2015
VSD	RBZ0003133	4766	10/08/2015
VSD	RBZ0003133	4067	10/15/2015
VSD	RBZ0003133	4068	10/22/2015
VSD	RBZ0003133	4069	10/29/2015
VSD	RBZ0003133	4070	11/05/2015
VSD	RBZ0003133	4071	11/12/2015
VSD	RBZ0003133	5134	11/19/2015
VSD	RBZ0003133	5135	11/26/2015
VSD	RBZ0003133	6065	12/03/2015
VSD	RBZ0003133	6066	12/10/2015
VSD	RBZ0003133	6067	12/17/2015
VSD	RBZ0003133	6068	12/24/2015
VSD	RBZ0003133	6069	12/31/2015
VSD	RBZ0003133	7695	01/07/2016
VSD	RBZ0003133	7902	01/14/2016
VSD	RBZ0003133	8623	01/21/2016
VSD	RBZ0003133	9706	01/28/2016
VSD	RBZ0003133	12943	02/04/2016
VSD	RBZ0003133	14572	02/11/2016
VSD	RBZ0003133	19688	02/18/2016
VSD	RBZ0003133	26107	02/25/2016
VSD	RBZ0003133	27594	03/03/2016
VSD	RBZ0003133	28293	03/10/2016
VSD	RBZ0003133	29219	03/17/2016
VSD	RBZ0003133	29389	03/24/2016
VSD	RBZ0003133	29559	03/30/2016
VSD	RBZ0003133	30411	04/07/2016
VSD	RBZ0003133	30602	04/14/2016
VSD	RBZ0003133	30834	04/21/2016
VSD	RBZ0003133	31020	04/28/2016
VSD	RBZ0003133	33419	05/05/2016
VSD	RBZ0003133	33586	05/12/2016
VSD	RBZ0003133	33807	05/19/2016
VSD	RBZ0003133	34013	05/26/2016
VSD	RBZ0003133	35364	06/01/2016
VSD	RBZ0003133	35596	06/09/2016
VSD	RBZ0003133	35778	06/16/2016
VSD	RBZ0003133	35975	06/23/2016
VSD	RBZ0003133	36215	06/30/2016
VSD	RBZ0003133	39842	07/07/2016
VSD	RBZ0003133	40027	07/14/2016
VSD	RBZ0003133	40190	07/21/2016
VSD	RBZ0003133	40370	07/28/2016
VSD	RBZ0003133	42505	08/04/2016
VSD	RBZ0003133	42698	08/11/2016
VSD	RBZ0003133	43923	08/18/2016
VSD	RBZ0003133	43922	08/25/2016
VSD	RBZ0003133	45111	09/01/2016
VSD	RBZ0003133	45301	09/08/2016
VSD	RBZ0003133	45503	09/15/2016
VSD	RBZ0003133	45715	09/22/2016
VSD	RBZ0003133	45904	09/29/2016
VSD	RBZ0003133	46428	10/06/2016
VSD	RBZ0003133	46640	10/13/2016
VSD	RBZ0003133	47917	10/20/2016
VSD	RBZ0003133	48124	10/27/2016
VSD	RBZ0003133	47549	11/03/2016
VSD	RBZ0003133	47750	11/10/2016
VSD	RBZ0003133	349074	11/17/2016
VSD	RBZ0003133	350346	11/24/2016
VSD	RBZ0003133	349163	12/01/2016
VSD	RBZ0003133	349321	12/08/2016
VSD	RBZ0003133	349507	12/15/2016
VSD	RBZ0003133	349629	12/22/2016
VSD	RBZ0003133	349721	12/29/2016
VSD	RBZ0003133	363475	12/14/2017
VSD	RBZ0003133	363474	12/14/2017
VSD	RBZ0003133	404890	12/21/2017
VSD	RBZ0003133	363477	01/04/2018
VSD	RBZ0003133	410191	01/10/2018
VSD	RBZ0003133	410192	01/18/2018
VSD	RBZ0003133	410193	01/25/2018
VSD	RBZ0003133	410194	02/01/2018
VSD	RBZ0003133	410195	02/08/2018
VSD	RBZ0003133	410196	02/15/2018
VSD	RBZ0003133	410197	02/22/2018
Watchinese Magazine 看雜誌	RBZ0002863	364119	01/01/2017
Water Ski	RBZ0001102	378070	06/01/2017
WegRy	RBZ0000974	376201	07/01/2017
Western Living	RBZ0000866	348568	07/01/2017
WIRED JAPAN	RBZ0005892	376377	12/01/2017
Women's Health Malaysia	RBZ0009011	379050	09/01/2017
World of Knowledge	RBZ0007764	45004	12/01/2016
Yen	RBZ0000888	9047	02/01/2017
Zeste	RBZ0003099	280021	02/01/2015
Zeste	RBZ0003099	292672	05/01/2015
Zeste	RBZ0003099	292676	07/01/2015
Zeste	RBZ0003099	4965	10/01/2015
Zeste	RBZ0003099	13752	02/01/2016
Zeste	RBZ0003099	31066	05/01/2016
Zeste	RBZ0003099	15248	07/01/2016
Zeste	RBZ0003099	15249	10/01/2016
Zeste	RBZ0003099	375707	04/01/2017
ZOO Magazine UK	RBZ0007899	41270	12/25/2015
ZZZ_Oxygen Annual	RBZ0005666	212344	01/01/2013
ХлебСоль	RBZ0002357	309467	01/01/2016
会社四季報臨時増刊	RBZ0006578	314973	03/01/2016
Total	1149
