Title	RBID	Issue Date	Remaining Circs
GUARDIANS OF THE GALAXY VOL. 1: COSMIC AVENGERS - Special	RBC0424544	12/31/1969	25
GUARDIANS OF THE GALAXY VOL. 1: LEGACY - Special	RBC0424540	12/31/1969	25
GUARDIANS OF THE GALAXY VOL. 2: ANGELA - Special	RBC0424545	12/31/1969	25
GUARDIANS OF THE GALAXY VOL. 2: WAR OF KINGS BOOK 1 - Special	RBC0424541	12/31/1969	25
GUARDIANS OF THE GALAXY VOL. 3: GUARDIANS DISASSEMBLED - Special	RBC0424546	12/31/1969	25
GUARDIANS OF THE GALAXY VOL. 3: WAR OF KINGS BOOK 2 - Special	RBC0424542	12/31/1969	25
GUARDIANS OF THE GALAXY VOL. 4: ORIGINAL SIN - Special	RBC0424547	12/31/1969	25
GUARDIANS OF THE GALAXY VOL. 4: REALM OF KINGS - Special	RBC0424543	12/31/1969	25
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 1 - EMPEROR QUILL - Special	RBC0424548	12/31/1969	25
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 2 - WANTED - Special	RBC0424549	12/31/1969	25
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 3 - CIVIL WAR II - Special	RBC0424550	12/31/1969	25
GUARDIANS OF THE GALAXY: NEW GUARD VOL. 4 - GROUNDED - Special	RBC0424551	12/31/1969	25
The Hammer: Kelley Jones' Complete Series	RBC0387548	05/29/2017	25
Hawken: A Man Called Hawken	RBC0387500	06/04/2017	25
Heck	RBC0387501	06/04/2017	25
Hey Mister Come Hell or Highwater Pants	RBC0387502	06/04/2017	25
The High Ways	RBC0389775	08/10/2017	25
Home Time: Book One	RBC0406802	11/22/2017	25
HOUSE OF M - Special	RBC0424552	12/31/1969	25
HULK: PLANET HULK - Special	RBC0424553	12/31/1969	25
HULK: PLANET HULK PRELUDE - Special	RBC0424554	12/31/1969	25
HULK: THE END - Special	RBC0424555	12/31/1969	25
HULK: WORLD WAR HULK - Special	RBC0424556	12/31/1969	25
IMMORTAL IRON FIST VOL. 1: THE LAST IRON FIST STORY - Special	RBC0424557	12/31/1969	25
IMMORTAL IRON FIST VOL. 2: THE SEVEN CAPITAL CITIES OF HEAVEN - Special	RBC0424558	12/31/1969	25
IMMORTAL IRON FIST VOL. 3: THE BOOK OF IRON FIST - Special	RBC0424559	12/31/1969	25
IMMORTAL IRON FIST VOL. 4: THE MORTAL IRON FIST - Special	RBC0424560	12/31/1969	25
IMMORTAL IRON FIST VOL. 5: ESCAPE FROM THE EIGHTH CITY - Special	RBC0424561	12/31/1969	25
INFINITY - Special	RBC0424562	12/31/1969	25
INFINITY CRUSADE VOL. 1 - Special	RBC0424563	12/31/1969	25
INFINITY CRUSADE VOL. 2 - Special	RBC0424564	12/31/1969	25
INFINITY GAUNTLET - Special	RBC0424565	12/31/1969	25
INFINITY GAUNTLET AFTERMATH - Special	RBC0424566	12/31/1969	25
INFINITY WAR - Special	RBC0424567	12/31/1969	25
INFINITY WAR AFTERMATH - Special	RBC0424568	12/31/1969	25
INHUMAN VOL. 1: GENESIS - Special	RBC0424569	12/31/1969	25
INHUMANS BY PAUL JENKINS & JAE LEE - Special	RBC0424570	12/31/1969	25
INHUMANS VS. X-MEN - Special	RBC0424571	12/31/1969	25
INVINCIBLE IRON MAN VOL. 1: FIVE NIGHTMARES - Special	RBC0424572	12/31/1969	25
INVINCIBLE IRON MAN VOL. 1: REBOOT - Special	RBC0424575	12/31/1969	25
INVINCIBLE IRON MAN VOL. 2: THE WAR MACHINES - Special	RBC0424576	12/31/1969	25
INVINCIBLE IRON MAN VOL. 2: WORLDS MOST WANTED BOOK 1 - Special	RBC0424573	12/31/1969	25
INVINCIBLE IRON MAN VOL. 3: CIVIL WAR II - Special	RBC0424577	12/31/1969	25
INVINCIBLE IRON MAN VOL. 3: WORLDS MOST WANTED BOOK 2 - Special	RBC0424574	12/31/1969	25
IRON MAN: EXTREMIS - Special	RBC0424578	12/31/1969	25
Jack Avarice Is The Courier	RBC0387748	06/04/2017	25
James Patterson's The Murder of King Tut	RBC0389802	08/08/2017	25
James Patterson's Witch & Wizard, Vol. 1: Battle for Shadowland	RBC0389803	08/08/2017	25
JESSICA JONES VOL. 1: UNCAGED! - Special	RBC0424579	12/31/1969	25
JESSICA JONES VOL. 2: THE SECRETS OF MARIA HILL - Special	RBC0424580	12/31/1969	25
JESSICA JONES: THE PULSE - THE COMPLETE COLLECTION - Special	RBC0424581	12/31/1969	25
Jinnrise, Vol. 1	RBC0387503	06/04/2017	25
Jinnrise, Vol.2	RBC0387504	06/04/2017	25
Joe Frankenstein	RBC0387505	06/04/2017	25
Joe Hills The Cape	RBC0424295	06/01/2018	25
Joe Hills The Cape:1969	RBC0424296	06/01/2018	25
Judas: The Last Days	RBC0387506	06/04/2017	25
Judge Dredd, Vol. 1	RBC0387507	06/04/2017	25
Judge Dredd, Vol. 2	RBC0387508	06/04/2017	25
Judge Dredd, Vol. 3	RBC0387509	06/04/2017	25
Judge Dredd, Vol. 4: Thirteen Badges	RBC0387510	06/04/2017	25
Judge Dredd: Mega-City Two	RBC0406803	11/22/2017	25
Judge Dredd: Mega-City Zero Vol. 1	RBC0424278	06/01/2018	25
Judge Dredd: Year One	RBC0387511	06/04/2017	25
Jurassic Park: Dangerous Games	RBC0389842	08/08/2017	25
Kill Shakespeare Volume Kill Shakespeare, Volume 2: The Blast of War	RBC0387919	06/04/2017	25
Kill Shakespeare, Vol. 4: The Mask of Night	RBC0387731	06/04/2017	25
Kill Shakespeare, Volume 1: A Sea of Troubles	RBC0387512	06/04/2017	25
Kill Shakespeare, Volume 3: The Tide of Blood	RBC0387730	06/04/2017	25
Kiss Solo	RBC0387735	06/04/2017	25
Korgi: Short Tails	RBC0406804	11/22/2017	24
Land of the Dead	RBC0387732	06/04/2017	25
Less Than Heroes	RBC0387733	06/04/2017	25
Life and Times of Savior 28	RBC0387734	06/04/2017	25
Littlest Pet Shop Vol. 2: Wait A Second	RBC0406807	11/24/2017	25
Littlest Pet Shop: Open for Business	RBC0406805	11/24/2017	25
Littlest Pet Shop: Spring Cleaning	RBC0406806	11/24/2017	25
Locke & Key Vol. 3: Crown of Shadows	RBC0424291	06/01/2018	25
Locke & Key, Vol. 1: Welcome to Lovecraft	RBC0387736	06/04/2017	25
Locke & Key, Vol. 2: Head Games	RBC0387737	06/04/2017	25
Lore: Book 1	RBC0387738	06/04/2017	25
Love & Capes, Vol. 1: Do You Want to Know a Secret?	RBC0387739	06/04/2017	25
Love & Capes, Vol. 2: Going to the Chapel	RBC0388027	06/04/2017	25
The Lovely Horrible Stuff	RBC0387549	05/30/2017	25
Maddy Kettle (Book 1): The Adventure of the Thimblewitch	RBC0387740	06/04/2017	25
Magic the Gathering, Vol. 3: Path of Vengeance	RBC0389876	08/08/2017	25
Magic the Gathering: Theros	RBC0387741	06/04/2017	25
Magic the Gathering: Vol. 2 - The Spell Thief	RBC0387742	06/04/2017	25
Magic: The Gathering, Vol. 1	RBC0388028	06/04/2017	25
Mars Attacks, Vol. 1: Attack From Space	RBC0387513	05/30/2017	25
Mars Attacks: First Born	RBC0387514	05/30/2017	25
MARVEL 1602 BY NEIL GAIMAN - Special	RBC0424582	12/31/1969	25
MARVEL ZOMBIES - Special	RBC0424583	12/31/1969	25
MARVELS ANT-MAN PRELUDE - Special	RBC0424584	12/31/1969	25
MARVELS CAPTAIN AMERICA: CIVIL WAR PRELUDE - Special	RBC0424585	12/31/1969	25
MARVELS CAPTAIN AMERICA: THE WINTER SOLDIER PRELUDE - Special	RBC0424586	12/31/1969	25
MARVELS DOCTOR STRANGE PRELUDE - Special	RBC0424587	12/31/1969	25
MARVELS GUARDIANS OF THE GALAXY PRELUDE - Special	RBC0424588	12/31/1969	25
MARVELS GUARDIANS OF THE GALAXY VOL. 2 PRELUDE - Special	RBC0424589	12/31/1969	25
MARVELS IRON MAN 3 PRELUDE - Special	RBC0424590	12/31/1969	25
MARVELS THE AVENGERS: AGE OF ULTRON PRELUDE - Special	RBC0424591	12/31/1969	25
MARVELS THOR: RAGNAROK PRELUDE - Special	RBC0424592	12/31/1969	25
MARVELS THOR: THE DARK WORLD PRELUDE - Special	RBC0424593	12/31/1969	25
The Maxx: Maxximized, Vol. 1	RBC0387550	05/29/2017	25
The Maxx: Maxximized, Vol. 2	RBC0387551	05/29/2017	25
Memorial	RBC0406808	11/24/2017	25
Minisulk	RBC0389843	08/08/2017	25
Monster & Madman	RBC0387515	05/30/2017	25
MOON GIRL AND DEVIL DINOSAUR VOL. 1: BFF - Special	RBC0424594	12/31/1969	25
MOON GIRL AND DEVIL DINOSAUR VOL. 2: COSMIC COOTIES - Special	RBC0424595	12/31/1969	25
Mr. Peabody & Sherman	RBC0387516	05/30/2017	25
MS. MARVEL VOL. 1: NO NORMAL - Special	RBC0424596	12/31/1969	25
MS. MARVEL VOL. 2: GENERATION WHY - Special	RBC0424597	12/31/1969	25
MS. MARVEL VOL. 3: CRUSHED - Special	RBC0424598	12/31/1969	25
MS. MARVEL VOL. 4: LAST DAYS - Special	RBC0424599	12/31/1969	25
My Little Pony: Friendship Is Magic, Vol. 1	RBC0387517	05/30/2017	25
My Little Pony: Friendship Is Magic, Vol. 2	RBC0387518	05/30/2017	25
NEW AVENGERS VOL. 1: BREAKOUT - Special	RBC0424600	12/31/1969	25
NEW AVENGERS VOL. 1: EVERYTHING DIES - Special	RBC0424605	12/31/1969	25
NEW AVENGERS VOL. 2: INFINITY - Special	RBC0424606	12/31/1969	25
NEW AVENGERS VOL. 2: SENTRY - Special	RBC0424601	12/31/1969	25
NEW AVENGERS VOL. 3: OTHER WORLDS - Special	RBC0424607	12/31/1969	25
NEW AVENGERS VOL. 3: SECRETS AND LIES - Special	RBC0424602	12/31/1969	25
NEW AVENGERS VOL. 4: A PERFECT WORLD - Special	RBC0424608	12/31/1969	25
NEW AVENGERS VOL. 4: THE COLLECTIVE - Special	RBC0424603	12/31/1969	25
NEW AVENGERS VOL. 5: CIVIL WAR - Special	RBC0424604	12/31/1969	25
NEW MUTANTS CLASSIC VOL. 1 - Special	RBC0424609	12/31/1969	25
NEW MUTANTS CLASSIC VOL. 2 - Special	RBC0424610	12/31/1969	25
NEW MUTANTS CLASSIC VOL. 3 - Special	RBC0424611	12/31/1969	25
NEW MUTANTS VOL. 1: RETURN OF LEGION - Special	RBC0424612	12/31/1969	25
Night Mary	RBC0387519	05/30/2017	25
Night of 1,000 Wolves	RBC0387520	05/30/2017	25
Okie Dokie Donuts, Book 1	RBC0387521	05/30/2017	25
OPUS by Berkeley Breathed: The Complete Digital Sunday Strips from 2003-08	RBC0387522	05/30/2017	25
Orphan Black, Vol. 1	RBC0387523	05/30/2017	25
The Other Dead	RBC0387552	05/29/2017	25
OZ: Blue Witch	RBC0406809	11/24/2017	25
OZ: Forgotten Forest	RBC0406810	11/24/2017	25
OZ: Ice King	RBC0406811	11/24/2017	25
OZ: Secret Island	RBC0406812	11/24/2017	25
Parker: The Hunter	RBC0387524	05/30/2017	25
Parker: The Outfit	RBC0424298	06/01/2018	25
Phoenix Without Ashes	RBC0387525	05/30/2017	25
Pinky and Stinky	RBC0387526	05/30/2017	25
Popeye, Vol. 1	RBC0387527	05/30/2017	25
Popeye, Vol. 2	RBC0406813	11/24/2017	25
Popeye, Vol. 3	RBC0406814	11/24/2017	25
Popeye: Classics, Vol. 1	RBC0388153	05/30/2017	25
Popeye: Classics, Vol. 2	RBC0388030	05/30/2017	25
Powerpuff Girls Classics Vol. 1: Power Party	RBC0424279	06/01/2018	25
Powerpuff Girls Classics Vol. 2: Power Up	RBC0424280	06/01/2018	25
PUNISHER BY GREG RUCKA VOL. 1 - Special	RBC0424613	12/31/1969	25
THE PUNISHER BY GREG RUCKA VOL. 2 - Special	RBC0424642	12/31/1969	25
THE PUNISHER BY GREG RUCKA VOL. 3 - Special	RBC0424643	12/31/1969	25
Remains	RBC0424292	06/01/2018	25
Return of the Dapper Men	RBC0406815	11/24/2017	25
Rio	RBC0387977	05/30/2017	25
Road Rage	RBC0387528	05/30/2017	25
ROCKET RACCOON VOL. 1: A CHASING TALE - Special	RBC0424614	12/31/1969	25
ROCKET RACCOON VOL. 2: STORYTAILER - Special	RBC0424615	12/31/1969	25
Rocketeer Adventures, Vol. 1	RBC0387917	05/29/2017	25
Rocketeer Adventures, Vol. 2	RBC0387529	05/30/2017	25
The Rocketeer: Cargo of Doom	RBC0387553	05/29/2017	25
Rot & Ruin: Warrior Smart	RBC0389844	08/08/2017	25
RUNAWAYS VOL. 1: PRIDE AND JOY - Special	RBC0424616	12/31/1969	25
RUNAWAYS VOL. 2: TEENAGE WASTELAND - Special	RBC0424617	12/31/1969	25
RUNAWAYS VOL. 3: THE GOOD DIE YOUNG - Special	RBC0424618	12/31/1969	25
RUNAWAYS VOL. 4: TRUE BELIEVERS - Special	RBC0424619	12/31/1969	25
RUNAWAYS VOL. 5: ESCAPE TO NEW YORK - Special	RBC0424620	12/31/1969	25
RUNAWAYS VOL. 6: PARENTAL GUIDANCE - Special	RBC0424621	12/31/1969	25
RUNAWAYS VOL. 7: LIVE FAST - Special	RBC0424622	12/31/1969	25
S.H.I.E.L.D. VOL. 1: PERFECT BULLETS - Special	RBC0424623	12/31/1969	25
S.H.I.E.L.D. VOL. 2: THE MAN CALLED D.E.A.T.H. - Special	RBC0424624	12/31/1969	25
Samurai Jack, Vol. 1: The Threads of Time	RBC0387743	06/03/2017	25
Samurai Jack, Vol. 2: The Scotsman's Curse	RBC0387744	06/03/2017	25
Samurai Jack, Vol. 3: Quest For The Broken Blade	RBC0387745	06/03/2017	25
Samurai Jack, Vol. 4: The Warrior-King	RBC0387746	06/03/2017	25
Scene But Not Heard	RBC0387530	05/29/2017	25
SECRET INVASION - Special	RBC0424625	12/31/1969	25
SECRET WAR - Special	RBC0424626	12/31/1969	25
SECRET WARS - Special	RBC0424627	12/31/1969	25
Shadow Show: Stories In Celebration of Ray Bradbury	RBC0387531	05/29/2017	25
Shockrockets	RBC0387532	05/29/2017	25
Sh_t My President Says: The Illustrated Tweets of Donald J. Trump	RBC0406816	11/22/2017	25
Silent Hill: Dead/Alive	RBC0389685	08/10/2017	25
Silent Hill: Downpour - Anne's Story	RBC0389873	08/10/2017	25
Silent Hill: Dying Inside	RBC0387533	05/29/2017	25
Silent Hill: Past Life	RBC0387534	05/29/2017	25
Silent Hill: Sinner's Reward	RBC0389774	08/10/2017	25
Skylanders: Rift Into Overdrive	RBC0387535	05/29/2017	25
Skylanders: The Kaos Trap	RBC0387536	05/29/2017	25
SPIDER-MAN/DEADPOOL VOL. 1: ISNT IT BROMANTIC - Special	RBC0424628	12/31/1969	25
SPIDER-MAN/DEADPOOL VOL. 2: SIDE PIECES - Special	RBC0424629	12/31/1969	25
SPIDER-MAN/DEADPOOL VOL. 3: ITSY BITSY - Special	RBC0424630	12/31/1969	25
SPIDER-MAN: BRAND NEW DAY VOL.1 - Special	RBC0424631	12/31/1969	25
SPIDER-MAN: BRAND NEW DAY VOL.2 - Special	RBC0424632	12/31/1969	25
SPIDER-MAN: BRAND NEW DAY VOL.3 - Special	RBC0424633	12/31/1969	25
SPIDER-MAN: ENDS OF THE EARTH - Special	RBC0424634	12/31/1969	25
SPIDER-MAN: MILES MORALES VOL. 1 - Special	RBC0424635	12/31/1969	25
SPIDER-MAN: MILES MORALES VOL. 2 - Special	RBC0424636	12/31/1969	25
SPIDER-MAN: SPIDER-ISLAND - Special	RBC0424637	12/31/1969	25
SPIDER-MAN: VENGEANCE OF VENOM - Special	RBC0424638	12/31/1969	25
SPIDER-MEN - Special	RBC0424639	12/31/1969	25
Spike Vs. Dracula: Collected Edition	RBC0406817	11/24/2017	25
Spike: After The Fall, Vol.1	RBC0387976	05/29/2017	25
Spike: Asylum	RBC0387537	05/29/2017	25
Spike: The Devil You Know	RBC0387538	05/29/2017	25
Star Mage	RBC0387539	05/29/2017	25
Star Slammers: The Complete Collection by Walter Simonson	RBC0387975	05/29/2017	25
Star Trek / Planet of the Apes: The Primate Directive	RBC0424299	06/01/2018	25
Star Trek Archives Vol. 1: Best of Peter David	RBC0424294	06/01/2018	25
Star Trek Classics, Volume 1: The Gorn Crisis	RBC0387425	05/18/2017	25
Star Trek Classics, Volume 2: Enemy Unseen	RBC0387424	05/18/2017	25
Star Trek Classics, Volume 3: Encounters with the Unknown	RBC0387423	05/18/2017	25
Star Trek Classics, Volume 4: Beginnings	RBC0387422	05/18/2017	25
Star Trek Classics, Volume 5: Who Killed Captain Kirk	RBC0387421	05/18/2017	25
Star Trek Vol. 7	RBC0424300	06/01/2018	25
Star Trek Vol. 8	RBC0424301	05/31/2018	25
Star Trek Vol. 9: The Q Gambit	RBC0424302	05/31/2018	25
Star Trek, Vol. 1	RBC0387439	05/19/2017	25
Star Trek, Vol. 2	RBC0387440	05/19/2017	25
Star Trek, Vol. 3	RBC0387441	05/19/2017	25
Star Trek, Vol. 4	RBC0387442	05/19/2017	25
Star Trek, Vol. 5	RBC0387443	05/19/2017	25
Star Trek, Vol. 6: After Darkness	RBC0387426	05/18/2017	25
Star Trek: Best of Klingons	RBC0424293	06/01/2018	25
Star Trek: Countdown To Darkness	RBC0387427	05/18/2017	25
Star Trek: Intelligence Gathering	RBC0424289	06/01/2018	25
Star Trek: Khan - Ruling in Hell	RBC0424285	06/01/2018	25
Star Trek: Legion of Super-Heroes	RBC0424284	06/01/2018	25
Star Trek: Mirror Images	RBC0424283	06/01/2018	25
Star Trek: New Frontier	RBC0424282	06/01/2018	25
Star Trek: New Visions, Vol. 1	RBC0387428	05/18/2017	25
Star Trek: New Visions, Vol. 2	RBC0387429	05/18/2017	25
Star Trek: Next Generation - Ghosts	RBC0387430	05/18/2017	25
Star Trek: The Next Generation - Hive	RBC0424281	06/01/2018	25
Star Trek: Waypoint	RBC0424277	06/01/2018	25
Starstruck	RBC0387973	05/29/2017	25
Stuff About Sex	RBC0387540	05/29/2017	25
Suicide Forest	RBC0387541	05/29/2017	25
Superstar: As Seen On TV	RBC0387542	05/29/2017	25
Surfside Girls, Book One: The Secret of Danger Point	RBC0406818	11/22/2017	25
Teenage Mutant Ninja Turtles Vol. 1: Change is Constant	RBC0424267	06/01/2018	25
Teenage Mutant Ninja Turtles Vol. 2: Enemies Old Enemies New	RBC0424268	05/31/2018	25
Teenage Mutant Ninja Turtles Vol. 3: Shadows of the Past	RBC0424269	05/31/2018	25
Teenage Mutant Ninja Turtles Vol. 4: Sins Of The Fathers	RBC0424270	05/31/2018	25
Teenage Mutant Ninja Turtles Vol. 5: Krang War	RBC0424271	05/31/2018	25
Teenage Mutant Ninja Turtles Vol. 6: City Fall Part 1	RBC0424272	05/31/2018	25
Teenage Mutant Ninja Turtles Vol. 7: City Fall Part 2	RBC0424273	05/31/2018	25
Teenage Mutant Ninja Turtles: Adventures Vol. 1	RBC0424261	06/01/2018	25
Teenage Mutant Ninja Turtles: Adventures Vol. 2	RBC0424263	05/31/2018	25
Teenage Mutant Ninja Turtles: Adventures Vol. 3	RBC0424264	05/31/2018	25
Teenage Mutant Ninja Turtles: Adventures Vol. 4	RBC0424265	05/31/2018	25
Teenage Mutant Ninja Turtles: Adventures Vol. 5	RBC0424266	05/31/2018	25
Teenage Mutant Ninja Turtles: Black & White Classics Vol. 1	RBC0424257	06/01/2018	25
Teenage Mutant Ninja Turtles: Black & White Classics Vol. 2	RBC0424258	06/01/2018	25
Teenage Mutant Ninja Turtles: Casey & April	RBC0424256	06/01/2018	25
Teenage Mutant Ninja Turtles: Classics Vol. 1	RBC0424252	06/01/2018	25
Teenage Mutant Ninja Turtles: Classics Vol. 2	RBC0424253	05/31/2018	25
Teenage Mutant Ninja Turtles: Classics Vol. 3	RBC0424254	05/31/2018	25
Teenage Mutant Ninja Turtles: Classics Vol. 4	RBC0424255	05/31/2018	25
Teenage Mutant Ninja Turtles: Microseries Vol. 1	RBC0424251	06/01/2018	25
Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 1	RBC0424248	06/01/2018	25
Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 2	RBC0424249	05/31/2018	25
Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 3	RBC0424250	05/31/2018	25
Teenage Mutant Ninja Turtles: Secret History of the Foot Clan	RBC0424247	06/01/2018	25
Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 1	RBC0424243	06/01/2018	25
Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 2	RBC0424244	05/31/2018	25
Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 3	RBC0424245	05/31/2018	25
Teenage Mutant Ninja Turtles: Turtles in Time	RBC0424242	06/01/2018	25
Teenage Mutant Ninja Turtles: Universe Vol. 1	RBC0424240	06/01/2018	25
Teenage Mutant Ninja Turtles: Universe Vol. 2: The New Strangeness	RBC0424241	06/01/2018	25
Teenage Mutant Ninja Turtles: Villain Micro-Series Vol. 1	RBC0424239	06/01/2018	25
THANOS RISING - Special	RBC0424640	12/31/1969	25
THANOS VOL. 1: THANOS RETURNS - Special	RBC0424641	12/31/1969	25
THOR VOL. 1: THE GODDESS OF THUNDER - Special	RBC0424645	12/31/1969	25
THOR: GOD OF THUNDER VOL. 1 - THE GOD BUTCHER - Special	RBC0424646	12/31/1969	25
THOR: GOD OF THUNDER VOL. 2 - GODBOMB - Special	RBC0424647	12/31/1969	25
THOR: GOD OF THUNDER VOL. 3 - THE ACCURSED - Special	RBC0424648	12/31/1969	25
THOR: GOD OF THUNDER VOL. 4 - THE LAST DAYS OF MIDGARD - Special	RBC0424649	12/31/1969	25
Torpedo, Volume 1	RBC0387557	05/29/2017	25
Transformers 3 Movie Adaptation - Dark of the Moon	RBC0387431	05/18/2017	25
Transformers Movie Sequel: The Reign of Starscream	RBC0389777	08/10/2017	25
Transformers Volume 7 - Chaos	RBC0387558	05/22/2017	25
Transformers vs. G.I. Joe, Vol. 1	RBC0387559	05/25/2017	25
Transformers: Animated - The Allspark Almanac I	RBC0387560	05/22/2017	25
Transformers: Animated - The Allspark Almanac II	RBC0387561	05/22/2017	25
Transformers: Animated Vol. 01	RBC0387562	05/22/2017	Unlimited
Transformers: Animated Vol. 12	RBC0387565	05/22/2017	25
Transformers: Animated, Vol. 02	RBC0387567	05/22/2017	25
Transformers: Animated, Vol. 03	RBC0387568	05/22/2017	25
Transformers: Animated, Vol. 04	RBC0387569	05/22/2017	25
Transformers: Animated, Vol. 05	RBC0387570	05/22/2017	25
Transformers: Animated, Vol. 06	RBC0387571	05/22/2017	25
Transformers: Animated, Vol. 07	RBC0387572	05/22/2017	25
Transformers: Animated, Vol. 08	RBC0387573	05/22/2017	25
Transformers: Animated, Vol. 09	RBC0387574	05/22/2017	25
Transformers: Animated, Vol. 10	RBC0387563	05/22/2017	25
Transformers: Animated, Vol. 11	RBC0387564	05/22/2017	25
Transformers: Animated, Vol. 13	RBC0387566	05/22/2017	25
Transformers: Monstrosity	RBC0387575	05/22/2017	25
Transformers: More Than Meets the Eye Volume 1	RBC0387576	05/22/2017	25
Transformers: More Than Meets the Eye, Volume 2	RBC0387577	05/22/2017	25
Transformers: More Than Meets the Eye, Volume 3	RBC0387578	05/22/2017	25
Transformers: More Than Meets the Eye, Volume 4	RBC0387579	05/22/2017	25
Transformers: More Than Meets the Eye, Volume 5	RBC0387580	05/22/2017	25
Transformers: Nefarious	RBC0389776	08/10/2017	25
Transformers: Primacy	RBC0413653	05/25/2017	25
Transformers: Prime - Beast Hunters, Vol. 1	RBC0387582	05/25/2017	25
Transformers: Prime - Beast Hunters, Vol. 2	RBC0387583	05/25/2017	25
Transformers: Prime - Beast Hunters, Welcome to Darkmount	RBC0387584	05/25/2017	25
Transformers: Regeneration One, Vol. 1	RBC0387585	05/25/2017	25
Transformers: Regeneration One, Vol. 2	RBC0387586	05/25/2017	25
Transformers: Revenge of the Fallen Movie Adaptation	RBC0389874	08/10/2017	25
Transformers: Robots in Disguise, Vol. 1	RBC0387587	05/25/2017	25
Transformers: Robots in Disguise, Vol. 2	RBC0387588	05/25/2017	25
Transformers: Robots in Disguise, Vol. 3	RBC0387589	05/25/2017	25
Transformers: Robots in Disguise, Vol. 4	RBC0387590	05/25/2017	25
Transformers: Robots in Disguise, Vol. 5	RBC0387591	05/25/2017	25
Transformers: Sector 7	RBC0387592	05/25/2017	25
Transformers: Spotlight - Bumblebee	RBC0387593	05/25/2017	25
Triple Helix	RBC0387594	05/30/2017	25
True Blood Vol. 1: Where Were You	RBC0387595	05/30/2017	25
True Blood Vol. 3: The French Quarter	RBC0389778	08/10/2017	25
True Blood, Vol. 1: All Together Now	RBC0387596	05/30/2017	25
True Blood, Vol. 2: Tainted Love	RBC0387597	05/30/2017	25
UNCANNY X-MEN MASTERWORKS VOL. 1 - Special	RBC0424650	12/31/1969	25
UNCANNY X-MEN MASTERWORKS VOL. 2 - Special	RBC0424651	12/31/1969	25
UNCANNY X-MEN MASTERWORKS VOL. 3 - Special	RBC0424652	12/31/1969	25
THE UNWORTHY THOR - Special	RBC0424644	12/31/1969	25
Upside Down, Book 1: A Vampire Tale	RBC0387598	05/30/2017	25
VENOM BY RICK REMENDER VOL. 1 - Special	RBC0424653	12/31/1969	25
VENOM VS. CARNAGE - Special	RBC0424654	12/31/1969	25
VENOM: LETHAL PROTECTOR - Special	RBC0424655	12/31/1969	25
VISION VOL. 1: LITTLE WORSE THAN A MAN - Special	RBC0424656	12/31/1969	25
VISION VOL. 2: LITTLE BETTER THAN A BEAST - Special	RBC0424657	12/31/1969	25
Vitriol the Hunter	RBC0387599	05/30/2017	25
Wire Hangers	RBC0387600	05/30/2017	25
Wizard's Tale	RBC0387601	05/30/2017	25
WOLVERINE: OLD MAN LOGAN - Special	RBC0424658	12/31/1969	25
WOLVERINE: OLD MAN LOGAN VOL. 1 - BERZERKER - Special	RBC0424659	12/31/1969	25
WOLVERINE: OLD MAN LOGAN VOL. 2 - BORDERTOWN - Special	RBC0424660	12/31/1969	25
WOLVERINE: OLD MAN LOGAN VOL. 3 - THE LAST RONIN - Special	RBC0424661	12/31/1969	25
WOLVERINE: WEAPON X - Special	RBC0424662	12/31/1969	25
X-Files/30 Days of Night, Vol. 1	RBC0387747	05/30/2017	25
The X-Files: Season 10, Vol. 1	RBC0387554	05/29/2017	25
The X-Files: Season 10, Vol. 2	RBC0387555	05/29/2017	25
The X-Files: Year Zero	RBC0387556	05/29/2017	25
X-MEN BLUE VOL. 1: STRANGEST - Special	RBC0424663	12/31/1969	25
X-MEN BLUE VOL. 2: TOIL AND TROUBLE - Special	RBC0424664	12/31/1969	25
X-MEN: DARK PHOENIX SAGA - Special	RBC0424665	12/31/1969	25
X-MEN: DAYS OF FUTURE PAST - Special	RBC0424666	12/31/1969	25
X-MEN: LEGACY VOL. 1: PRODIGAL - Special	RBC0424667	12/31/1969	25
X-MEN: MESSIAH COMPLEX - Special	RBC0424668	12/31/1969	25
X-MEN: MUTANT GENESIS - Special	RBC0424669	12/31/1969	25
X-MEN: PHOENIX ENDSONG - Special	RBC0424670	12/31/1969	25
X-MEN: SCHISM - Special	RBC0424671	12/31/1969	25
X-MEN: SECOND COMING - Special	RBC0424672	12/31/1969	24
Total	16946
