Library Name	Title	RBID	Issue Date	Remaining Circs
8080 Test Library	Godzilla: Rulers of Earth Vol. 1	RBC0424276		
8080 Test Library	Graveslinger	RBC0387499		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 1: COSMIC AVENGERS - Special	RBC0424544		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 1: LEGACY - Special	RBC0424540		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 2: ANGELA - Special	RBC0424545		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 2: WAR OF KINGS BOOK 1 - Special	RBC0424541		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 3: GUARDIANS DISASSEMBLED - Special	RBC0424546		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 3: WAR OF KINGS BOOK 2 - Special	RBC0424542		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 4: ORIGINAL SIN - Special	RBC0424547		
8080 Test Library	GUARDIANS OF THE GALAXY VOL. 4: REALM OF KINGS - Special	RBC0424543		
8080 Test Library	GUARDIANS OF THE GALAXY: NEW GUARD VOL. 1 - EMPEROR QUILL - Special	RBC0424548		
8080 Test Library	GUARDIANS OF THE GALAXY: NEW GUARD VOL. 2 - WANTED - Special	RBC0424549		
8080 Test Library	GUARDIANS OF THE GALAXY: NEW GUARD VOL. 3 - CIVIL WAR II - Special	RBC0424550		
8080 Test Library	GUARDIANS OF THE GALAXY: NEW GUARD VOL. 4 - GROUNDED - Special	RBC0424551		
8080 Test Library	The Hammer: Kelley Jones' Complete Series	RBC0387548		
8080 Test Library	Hawken: A Man Called Hawken	RBC0387500		
8080 Test Library	Heck	RBC0387501		
8080 Test Library	Hey Mister Come Hell or Highwater Pants	RBC0387502		
8080 Test Library	The High Ways	RBC0389775		
8080 Test Library	Home Time: Book One	RBC0406802		
8080 Test Library	HOUSE OF M - Special	RBC0424552		
8080 Test Library	HULK: PLANET HULK - Special	RBC0424553		
8080 Test Library	HULK: PLANET HULK PRELUDE - Special	RBC0424554		
8080 Test Library	HULK: THE END - Special	RBC0424555		
8080 Test Library	HULK: WORLD WAR HULK - Special	RBC0424556		
8080 Test Library	IMMORTAL IRON FIST VOL. 1: THE LAST IRON FIST STORY - Special	RBC0424557		
8080 Test Library	IMMORTAL IRON FIST VOL. 2: THE SEVEN CAPITAL CITIES OF HEAVEN - Special	RBC0424558		
8080 Test Library	IMMORTAL IRON FIST VOL. 3: THE BOOK OF IRON FIST - Special	RBC0424559		
8080 Test Library	IMMORTAL IRON FIST VOL. 4: THE MORTAL IRON FIST - Special	RBC0424560		
8080 Test Library	IMMORTAL IRON FIST VOL. 5: ESCAPE FROM THE EIGHTH CITY - Special	RBC0424561		
8080 Test Library	INFINITY - Special	RBC0424562		
8080 Test Library	INFINITY CRUSADE VOL. 1 - Special	RBC0424563		
8080 Test Library	INFINITY CRUSADE VOL. 2 - Special	RBC0424564		
8080 Test Library	INFINITY GAUNTLET - Special	RBC0424565		
8080 Test Library	INFINITY GAUNTLET AFTERMATH - Special	RBC0424566		
8080 Test Library	INFINITY WAR - Special	RBC0424567		
8080 Test Library	INFINITY WAR AFTERMATH - Special	RBC0424568		
8080 Test Library	INHUMAN VOL. 1: GENESIS - Special	RBC0424569		
8080 Test Library	INHUMANS BY PAUL JENKINS & JAE LEE - Special	RBC0424570		
8080 Test Library	INHUMANS VS. X-MEN - Special	RBC0424571		
8080 Test Library	INVINCIBLE IRON MAN VOL. 1: FIVE NIGHTMARES - Special	RBC0424572		
8080 Test Library	INVINCIBLE IRON MAN VOL. 1: REBOOT - Special	RBC0424575		
8080 Test Library	INVINCIBLE IRON MAN VOL. 2: THE WAR MACHINES - Special	RBC0424576		
8080 Test Library	INVINCIBLE IRON MAN VOL. 2: WORLDS MOST WANTED BOOK 1 - Special	RBC0424573		
8080 Test Library	INVINCIBLE IRON MAN VOL. 3: CIVIL WAR II - Special	RBC0424577		
8080 Test Library	INVINCIBLE IRON MAN VOL. 3: WORLDS MOST WANTED BOOK 2 - Special	RBC0424574		
8080 Test Library	IRON MAN: EXTREMIS - Special	RBC0424578		
8080 Test Library	Jack Avarice Is The Courier	RBC0387748		
8080 Test Library	James Patterson's The Murder of King Tut	RBC0389802		
8080 Test Library	James Patterson's Witch & Wizard, Vol. 1: Battle for Shadowland	RBC0389803		
8080 Test Library	JESSICA JONES VOL. 1: UNCAGED! - Special	RBC0424579		
8080 Test Library	JESSICA JONES VOL. 2: THE SECRETS OF MARIA HILL - Special	RBC0424580		
8080 Test Library	JESSICA JONES: THE PULSE - THE COMPLETE COLLECTION - Special	RBC0424581		
8080 Test Library	Jinnrise, Vol. 1	RBC0387503	06/04/2017	25
8080 Test Library	Jinnrise, Vol.2	RBC0387504		
8080 Test Library	Joe Frankenstein	RBC0387505		
8080 Test Library	Joe Hills The Cape	RBC0424295		
8080 Test Library	Joe Hills The Cape:1969	RBC0424296		
8080 Test Library	Judas: The Last Days	RBC0387506		
8080 Test Library	Judge Dredd, Vol. 1	RBC0387507		
8080 Test Library	Judge Dredd, Vol. 2	RBC0387508	06/04/2017	25
8080 Test Library	Judge Dredd, Vol. 3	RBC0387509		
8080 Test Library	Judge Dredd, Vol. 4: Thirteen Badges	RBC0387510		
8080 Test Library	Judge Dredd: Mega-City Two	RBC0406803		
8080 Test Library	Judge Dredd: Mega-City Zero Vol. 1	RBC0424278		
8080 Test Library	Judge Dredd: Year One	RBC0387511		
8080 Test Library	Jurassic Park: Dangerous Games	RBC0389842		
8080 Test Library	Kill Shakespeare Volume Kill Shakespeare, Volume 2: The Blast of War	RBC0387919		
8080 Test Library	Kill Shakespeare, Vol. 4: The Mask of Night	RBC0387731		
8080 Test Library	Kill Shakespeare, Volume 1: A Sea of Troubles	RBC0387512		
8080 Test Library	Kill Shakespeare, Volume 3: The Tide of Blood	RBC0387730		
8080 Test Library	Kiss Solo	RBC0387735		
8080 Test Library	Korgi: Short Tails	RBC0406804		
8080 Test Library	Land of the Dead	RBC0387732	06/04/2017	25
8080 Test Library	Less Than Heroes	RBC0387733		
8080 Test Library	Life and Times of Savior 28	RBC0387734		
8080 Test Library	Littlest Pet Shop Vol. 2: Wait A Second	RBC0406807		
8080 Test Library	Littlest Pet Shop: Open for Business	RBC0406805		
8080 Test Library	Littlest Pet Shop: Spring Cleaning	RBC0406806		
8080 Test Library	Locke & Key Vol. 3: Crown of Shadows	RBC0424291		
8080 Test Library	Locke & Key, Vol. 1: Welcome to Lovecraft	RBC0387736		
8080 Test Library	Locke & Key, Vol. 2: Head Games	RBC0387737		
8080 Test Library	Lore: Book 1	RBC0387738		
8080 Test Library	Love & Capes, Vol. 1: Do You Want to Know a Secret?	RBC0387739		
8080 Test Library	Love & Capes, Vol. 2: Going to the Chapel	RBC0388027		
8080 Test Library	The Lovely Horrible Stuff	RBC0387549		
8080 Test Library	Maddy Kettle (Book 1): The Adventure of the Thimblewitch	RBC0387740		
8080 Test Library	Magic the Gathering, Vol. 3: Path of Vengeance	RBC0389876		
8080 Test Library	Magic the Gathering: Theros	RBC0387741		
8080 Test Library	Magic the Gathering: Vol. 2 - The Spell Thief	RBC0387742		
8080 Test Library	Magic: The Gathering, Vol. 1	RBC0388028		
8080 Test Library	Mars Attacks, Vol. 1: Attack From Space	RBC0387513		
8080 Test Library	Mars Attacks: First Born	RBC0387514		
8080 Test Library	MARVEL 1602 BY NEIL GAIMAN - Special	RBC0424582		
8080 Test Library	MARVEL ZOMBIES - Special	RBC0424583		
8080 Test Library	MARVELS ANT-MAN PRELUDE - Special	RBC0424584		
8080 Test Library	MARVELS CAPTAIN AMERICA: CIVIL WAR PRELUDE - Special	RBC0424585		
8080 Test Library	MARVELS CAPTAIN AMERICA: THE WINTER SOLDIER PRELUDE - Special	RBC0424586		
8080 Test Library	MARVELS DOCTOR STRANGE PRELUDE - Special	RBC0424587		
8080 Test Library	MARVELS GUARDIANS OF THE GALAXY PRELUDE - Special	RBC0424588		
8080 Test Library	MARVELS GUARDIANS OF THE GALAXY VOL. 2 PRELUDE - Special	RBC0424589		
8080 Test Library	MARVELS IRON MAN 3 PRELUDE - Special	RBC0424590		
8080 Test Library	MARVELS THE AVENGERS: AGE OF ULTRON PRELUDE - Special	RBC0424591		
8080 Test Library	MARVELS THOR: RAGNAROK PRELUDE - Special	RBC0424592		
8080 Test Library	MARVELS THOR: THE DARK WORLD PRELUDE - Special	RBC0424593		
8080 Test Library	The Maxx: Maxximized, Vol. 1	RBC0387550		
8080 Test Library	The Maxx: Maxximized, Vol. 2	RBC0387551		
8080 Test Library	Memorial	RBC0406808		
8080 Test Library	Minisulk	RBC0389843		
8080 Test Library	Monster & Madman	RBC0387515		
8080 Test Library	MOON GIRL AND DEVIL DINOSAUR VOL. 1: BFF - Special	RBC0424594		
8080 Test Library	MOON GIRL AND DEVIL DINOSAUR VOL. 2: COSMIC COOTIES - Special	RBC0424595		
8080 Test Library	Mr. Peabody & Sherman	RBC0387516		
8080 Test Library	MS. MARVEL VOL. 1: NO NORMAL - Special	RBC0424596		
8080 Test Library	MS. MARVEL VOL. 2: GENERATION WHY - Special	RBC0424597		
8080 Test Library	MS. MARVEL VOL. 3: CRUSHED - Special	RBC0424598		
8080 Test Library	MS. MARVEL VOL. 4: LAST DAYS - Special	RBC0424599		
8080 Test Library	My Little Pony: Friendship Is Magic, Vol. 1	RBC0387517		
8080 Test Library	My Little Pony: Friendship Is Magic, Vol. 2	RBC0387518		
8080 Test Library	NEW AVENGERS VOL. 1: BREAKOUT - Special	RBC0424600		
8080 Test Library	NEW AVENGERS VOL. 1: EVERYTHING DIES - Special	RBC0424605		
8080 Test Library	NEW AVENGERS VOL. 2: INFINITY - Special	RBC0424606		
8080 Test Library	NEW AVENGERS VOL. 2: SENTRY - Special	RBC0424601		
8080 Test Library	NEW AVENGERS VOL. 3: OTHER WORLDS - Special	RBC0424607		
8080 Test Library	NEW AVENGERS VOL. 3: SECRETS AND LIES - Special	RBC0424602		
8080 Test Library	NEW AVENGERS VOL. 4: A PERFECT WORLD - Special	RBC0424608		
8080 Test Library	NEW AVENGERS VOL. 4: THE COLLECTIVE - Special	RBC0424603		
8080 Test Library	NEW AVENGERS VOL. 5: CIVIL WAR - Special	RBC0424604		
8080 Test Library	NEW MUTANTS CLASSIC VOL. 1 - Special	RBC0424609		
8080 Test Library	NEW MUTANTS CLASSIC VOL. 2 - Special	RBC0424610		
8080 Test Library	NEW MUTANTS CLASSIC VOL. 3 - Special	RBC0424611		
8080 Test Library	NEW MUTANTS VOL. 1: RETURN OF LEGION - Special	RBC0424612		
8080 Test Library	Night Mary	RBC0387519	05/30/2017	25
8080 Test Library	Night of 1,000 Wolves	RBC0387520		
8080 Test Library	Okie Dokie Donuts, Book 1	RBC0387521		
8080 Test Library	OPUS by Berkeley Breathed: The Complete Digital Sunday Strips from 2003-08	RBC0387522		
8080 Test Library	Orphan Black, Vol. 1	RBC0387523		
8080 Test Library	The Other Dead	RBC0387552		
8080 Test Library	OZ: Blue Witch	RBC0406809		
8080 Test Library	OZ: Forgotten Forest	RBC0406810		
8080 Test Library	OZ: Ice King	RBC0406811		
8080 Test Library	OZ: Secret Island	RBC0406812		
8080 Test Library	Parker: The Hunter	RBC0387524		
8080 Test Library	Parker: The Outfit	RBC0424298		
8080 Test Library	Phoenix Without Ashes	RBC0387525		
8080 Test Library	Pinky and Stinky	RBC0387526		
8080 Test Library	Popeye, Vol. 1	RBC0387527		
8080 Test Library	Popeye, Vol. 2	RBC0406813		
8080 Test Library	Popeye, Vol. 3	RBC0406814		
8080 Test Library	Popeye: Classics, Vol. 1	RBC0388153		
8080 Test Library	Popeye: Classics, Vol. 2	RBC0388030		
8080 Test Library	Powerpuff Girls Classics Vol. 1: Power Party	RBC0424279		
8080 Test Library	Powerpuff Girls Classics Vol. 2: Power Up	RBC0424280		
8080 Test Library	PUNISHER BY GREG RUCKA VOL. 1 - Special	RBC0424613		
8080 Test Library	THE PUNISHER BY GREG RUCKA VOL. 2 - Special	RBC0424642		
8080 Test Library	THE PUNISHER BY GREG RUCKA VOL. 3 - Special	RBC0424643		
8080 Test Library	Remains	RBC0424292		
8080 Test Library	Return of the Dapper Men	RBC0406815		
8080 Test Library	Rio	RBC0387977		
8080 Test Library	Road Rage	RBC0387528		
8080 Test Library	ROCKET RACCOON VOL. 1: A CHASING TALE - Special	RBC0424614		
8080 Test Library	ROCKET RACCOON VOL. 2: STORYTAILER - Special	RBC0424615		
8080 Test Library	Rocketeer Adventures, Vol. 1	RBC0387917		
8080 Test Library	Rocketeer Adventures, Vol. 2	RBC0387529		
8080 Test Library	The Rocketeer: Cargo of Doom	RBC0387553		
8080 Test Library	Rot & Ruin: Warrior Smart	RBC0389844		
8080 Test Library	RUNAWAYS VOL. 1: PRIDE AND JOY - Special	RBC0424616		
8080 Test Library	RUNAWAYS VOL. 2: TEENAGE WASTELAND - Special	RBC0424617		
8080 Test Library	RUNAWAYS VOL. 3: THE GOOD DIE YOUNG - Special	RBC0424618		
8080 Test Library	RUNAWAYS VOL. 4: TRUE BELIEVERS - Special	RBC0424619		
8080 Test Library	RUNAWAYS VOL. 5: ESCAPE TO NEW YORK - Special	RBC0424620		
8080 Test Library	RUNAWAYS VOL. 6: PARENTAL GUIDANCE - Special	RBC0424621		
8080 Test Library	RUNAWAYS VOL. 7: LIVE FAST - Special	RBC0424622		
8080 Test Library	S.H.I.E.L.D. VOL. 1: PERFECT BULLETS - Special	RBC0424623		
8080 Test Library	S.H.I.E.L.D. VOL. 2: THE MAN CALLED D.E.A.T.H. - Special	RBC0424624		
8080 Test Library	Samurai Jack, Vol. 1: The Threads of Time	RBC0387743		
8080 Test Library	Samurai Jack, Vol. 2: The Scotsman's Curse	RBC0387744		
8080 Test Library	Samurai Jack, Vol. 3: Quest For The Broken Blade	RBC0387745		
8080 Test Library	Samurai Jack, Vol. 4: The Warrior-King	RBC0387746		
8080 Test Library	Scene But Not Heard	RBC0387530		
8080 Test Library	SECRET INVASION - Special	RBC0424625		
8080 Test Library	SECRET WAR - Special	RBC0424626		
8080 Test Library	SECRET WARS - Special	RBC0424627		
8080 Test Library	Shadow Show: Stories In Celebration of Ray Bradbury	RBC0387531		
8080 Test Library	Shockrockets	RBC0387532		
8080 Test Library	Sh_t My President Says: The Illustrated Tweets of Donald J. Trump	RBC0406816		
8080 Test Library	Silent Hill: Dead/Alive	RBC0389685		
8080 Test Library	Silent Hill: Downpour - Anne's Story	RBC0389873		
8080 Test Library	Silent Hill: Dying Inside	RBC0387533		
8080 Test Library	Silent Hill: Past Life	RBC0387534		
8080 Test Library	Silent Hill: Sinner's Reward	RBC0389774		
8080 Test Library	Skylanders: Rift Into Overdrive	RBC0387535		
8080 Test Library	Skylanders: The Kaos Trap	RBC0387536		
8080 Test Library	SPIDER-MAN/DEADPOOL VOL. 1: ISNT IT BROMANTIC - Special	RBC0424628		
8080 Test Library	SPIDER-MAN/DEADPOOL VOL. 2: SIDE PIECES - Special	RBC0424629		
8080 Test Library	SPIDER-MAN/DEADPOOL VOL. 3: ITSY BITSY - Special	RBC0424630		
8080 Test Library	SPIDER-MAN: BRAND NEW DAY VOL.1 - Special	RBC0424631		
8080 Test Library	SPIDER-MAN: BRAND NEW DAY VOL.2 - Special	RBC0424632		
8080 Test Library	SPIDER-MAN: BRAND NEW DAY VOL.3 - Special	RBC0424633		
8080 Test Library	SPIDER-MAN: ENDS OF THE EARTH - Special	RBC0424634		
8080 Test Library	SPIDER-MAN: MILES MORALES VOL. 1 - Special	RBC0424635		
8080 Test Library	SPIDER-MAN: MILES MORALES VOL. 2 - Special	RBC0424636		
8080 Test Library	SPIDER-MAN: SPIDER-ISLAND - Special	RBC0424637		
8080 Test Library	SPIDER-MAN: VENGEANCE OF VENOM - Special	RBC0424638		
8080 Test Library	SPIDER-MEN - Special	RBC0424639		
8080 Test Library	Spike Vs. Dracula: Collected Edition	RBC0406817		
8080 Test Library	Spike: After The Fall, Vol.1	RBC0387976		
8080 Test Library	Spike: Asylum	RBC0387537		
8080 Test Library	Spike: The Devil You Know	RBC0387538		
8080 Test Library	Star Mage	RBC0387539		
8080 Test Library	Star Slammers: The Complete Collection by Walter Simonson	RBC0387975		
8080 Test Library	Star Trek / Planet of the Apes: The Primate Directive	RBC0424299		
8080 Test Library	Star Trek Archives Vol. 1: Best of Peter David	RBC0424294		
8080 Test Library	Star Trek Classics, Volume 1: The Gorn Crisis	RBC0387425		
8080 Test Library	Star Trek Classics, Volume 2: Enemy Unseen	RBC0387424		
8080 Test Library	Star Trek Classics, Volume 3: Encounters with the Unknown	RBC0387423		
8080 Test Library	Star Trek Classics, Volume 4: Beginnings	RBC0387422		
8080 Test Library	Star Trek Classics, Volume 5: Who Killed Captain Kirk	RBC0387421		
8080 Test Library	Star Trek Vol. 7	RBC0424300		
8080 Test Library	Star Trek Vol. 8	RBC0424301		
8080 Test Library	Star Trek Vol. 9: The Q Gambit	RBC0424302		
8080 Test Library	Star Trek, Vol. 1	RBC0387439		
8080 Test Library	Star Trek, Vol. 2	RBC0387440		
8080 Test Library	Star Trek, Vol. 3	RBC0387441		
8080 Test Library	Star Trek, Vol. 4	RBC0387442		
8080 Test Library	Star Trek, Vol. 5	RBC0387443		
8080 Test Library	Star Trek, Vol. 6: After Darkness	RBC0387426		
8080 Test Library	Star Trek: Best of Klingons	RBC0424293		
8080 Test Library	Star Trek: Countdown To Darkness	RBC0387427		
8080 Test Library	Star Trek: Intelligence Gathering	RBC0424289		
8080 Test Library	Star Trek: Khan - Ruling in Hell	RBC0424285		
8080 Test Library	Star Trek: Legion of Super-Heroes	RBC0424284		
8080 Test Library	Star Trek: Mirror Images	RBC0424283		
8080 Test Library	Star Trek: New Frontier	RBC0424282		
8080 Test Library	Star Trek: New Visions, Vol. 1	RBC0387428		
8080 Test Library	Star Trek: New Visions, Vol. 2	RBC0387429		
8080 Test Library	Star Trek: Next Generation - Ghosts	RBC0387430		
8080 Test Library	Star Trek: The Next Generation - Hive	RBC0424281		
8080 Test Library	Star Trek: Waypoint	RBC0424277		
8080 Test Library	Starstruck	RBC0387973		
8080 Test Library	Stuff About Sex	RBC0387540		
8080 Test Library	Suicide Forest	RBC0387541		
8080 Test Library	Superstar: As Seen On TV	RBC0387542		
8080 Test Library	Surfside Girls, Book One: The Secret of Danger Point	RBC0406818		
8080 Test Library	Teenage Mutant Ninja Turtles Vol. 1: Change is Constant	RBC0424267		
8080 Test Library	Teenage Mutant Ninja Turtles Vol. 2: Enemies Old Enemies New	RBC0424268		
8080 Test Library	Teenage Mutant Ninja Turtles Vol. 3: Shadows of the Past	RBC0424269		
8080 Test Library	Teenage Mutant Ninja Turtles Vol. 4: Sins Of The Fathers	RBC0424270		
8080 Test Library	Teenage Mutant Ninja Turtles Vol. 5: Krang War	RBC0424271		
8080 Test Library	Teenage Mutant Ninja Turtles Vol. 6: City Fall Part 1	RBC0424272		
8080 Test Library	Teenage Mutant Ninja Turtles Vol. 7: City Fall Part 2	RBC0424273		
8080 Test Library	Teenage Mutant Ninja Turtles: Adventures Vol. 1	RBC0424261		
8080 Test Library	Teenage Mutant Ninja Turtles: Adventures Vol. 2	RBC0424263		
8080 Test Library	Teenage Mutant Ninja Turtles: Adventures Vol. 3	RBC0424264		
8080 Test Library	Teenage Mutant Ninja Turtles: Adventures Vol. 4	RBC0424265		
8080 Test Library	Teenage Mutant Ninja Turtles: Adventures Vol. 5	RBC0424266		
8080 Test Library	Teenage Mutant Ninja Turtles: Black & White Classics Vol. 1	RBC0424257		
8080 Test Library	Teenage Mutant Ninja Turtles: Black & White Classics Vol. 2	RBC0424258		
8080 Test Library	Teenage Mutant Ninja Turtles: Casey & April	RBC0424256		
8080 Test Library	Teenage Mutant Ninja Turtles: Classics Vol. 1	RBC0424252		
8080 Test Library	Teenage Mutant Ninja Turtles: Classics Vol. 2	RBC0424253		
8080 Test Library	Teenage Mutant Ninja Turtles: Classics Vol. 3	RBC0424254		
8080 Test Library	Teenage Mutant Ninja Turtles: Classics Vol. 4	RBC0424255		
8080 Test Library	Teenage Mutant Ninja Turtles: Microseries Vol. 1	RBC0424251		
8080 Test Library	Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 1	RBC0424248		
8080 Test Library	Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 2	RBC0424249		
8080 Test Library	Teenage Mutant Ninja Turtles: New Animated Adventures Vol. 3	RBC0424250		
8080 Test Library	Teenage Mutant Ninja Turtles: Secret History of the Foot Clan	RBC0424247		
8080 Test Library	Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 1	RBC0424243		
8080 Test Library	Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 2	RBC0424244		
8080 Test Library	Teenage Mutant Ninja Turtles: Tales Of The TMNT Vol. 3	RBC0424245		
8080 Test Library	Teenage Mutant Ninja Turtles: Turtles in Time	RBC0424242		
8080 Test Library	Teenage Mutant Ninja Turtles: Universe Vol. 1	RBC0424240		
8080 Test Library	Teenage Mutant Ninja Turtles: Universe Vol. 2: The New Strangeness	RBC0424241		
8080 Test Library	Teenage Mutant Ninja Turtles: Villain Micro-Series Vol. 1	RBC0424239		
8080 Test Library	THANOS RISING - Special	RBC0424640		
8080 Test Library	THANOS VOL. 1: THANOS RETURNS - Special	RBC0424641		
8080 Test Library	THOR VOL. 1: THE GODDESS OF THUNDER - Special	RBC0424645		
8080 Test Library	THOR: GOD OF THUNDER VOL. 1 - THE GOD BUTCHER - Special	RBC0424646		
8080 Test Library	THOR: GOD OF THUNDER VOL. 2 - GODBOMB - Special	RBC0424647		
8080 Test Library	THOR: GOD OF THUNDER VOL. 3 - THE ACCURSED - Special	RBC0424648		
8080 Test Library	THOR: GOD OF THUNDER VOL. 4 - THE LAST DAYS OF MIDGARD - Special	RBC0424649		
8080 Test Library	Torpedo, Volume 1	RBC0387557		
8080 Test Library	Transformers 3 Movie Adaptation - Dark of the Moon	RBC0387431		
8080 Test Library	Transformers Movie Sequel: The Reign of Starscream	RBC0389777		
8080 Test Library	Transformers Volume 7 - Chaos	RBC0387558		
8080 Test Library	Transformers vs. G.I. Joe, Vol. 1	RBC0387559		
8080 Test Library	Transformers: Animated - The Allspark Almanac I	RBC0387560		
8080 Test Library	Transformers: Animated - The Allspark Almanac II	RBC0387561		
8080 Test Library	Transformers: Animated Vol. 01	RBC0387562		
8080 Test Library	Transformers: Animated Vol. 12	RBC0387565		
8080 Test Library	Transformers: Animated, Vol. 02	RBC0387567		
8080 Test Library	Transformers: Animated, Vol. 03	RBC0387568		
8080 Test Library	Transformers: Animated, Vol. 04	RBC0387569		
8080 Test Library	Transformers: Animated, Vol. 05	RBC0387570		
8080 Test Library	Transformers: Animated, Vol. 06	RBC0387571		
8080 Test Library	Transformers: Animated, Vol. 07	RBC0387572		
8080 Test Library	Transformers: Animated, Vol. 08	RBC0387573		
8080 Test Library	Transformers: Animated, Vol. 09	RBC0387574		
8080 Test Library	Transformers: Animated, Vol. 10	RBC0387563		
8080 Test Library	Transformers: Animated, Vol. 11	RBC0387564		
8080 Test Library	Transformers: Animated, Vol. 13	RBC0387566		
8080 Test Library	Transformers: Monstrosity	RBC0387575		
8080 Test Library	Transformers: More Than Meets the Eye Volume 1	RBC0387576		
8080 Test Library	Transformers: More Than Meets the Eye, Volume 2	RBC0387577		
8080 Test Library	Transformers: More Than Meets the Eye, Volume 3	RBC0387578		
8080 Test Library	Transformers: More Than Meets the Eye, Volume 4	RBC0387579		
8080 Test Library	Transformers: More Than Meets the Eye, Volume 5	RBC0387580		
8080 Test Library	Transformers: Nefarious	RBC0389776		
8080 Test Library	Transformers: Primacy	RBC0413653		
8080 Test Library	Transformers: Prime - Beast Hunters, Vol. 1	RBC0387582		
8080 Test Library	Transformers: Prime - Beast Hunters, Vol. 2	RBC0387583		
8080 Test Library	Transformers: Prime - Beast Hunters, Welcome to Darkmount	RBC0387584		
8080 Test Library	Transformers: Regeneration One, Vol. 1	RBC0387585		
8080 Test Library	Transformers: Regeneration One, Vol. 2	RBC0387586		
8080 Test Library	Transformers: Revenge of the Fallen Movie Adaptation	RBC0389874		
8080 Test Library	Transformers: Robots in Disguise, Vol. 1	RBC0387587		
8080 Test Library	Transformers: Robots in Disguise, Vol. 2	RBC0387588		
8080 Test Library	Transformers: Robots in Disguise, Vol. 3	RBC0387589		
8080 Test Library	Transformers: Robots in Disguise, Vol. 4	RBC0387590		
8080 Test Library	Transformers: Robots in Disguise, Vol. 5	RBC0387591		
8080 Test Library	Transformers: Sector 7	RBC0387592		
8080 Test Library	Transformers: Spotlight - Bumblebee	RBC0387593		
8080 Test Library	Triple Helix	RBC0387594		
8080 Test Library	True Blood Vol. 1: Where Were You	RBC0387595		
8080 Test Library	True Blood Vol. 3: The French Quarter	RBC0389778		
8080 Test Library	True Blood, Vol. 1: All Together Now	RBC0387596		
8080 Test Library	True Blood, Vol. 2: Tainted Love	RBC0387597		
8080 Test Library	UNCANNY X-MEN MASTERWORKS VOL. 1 - Special	RBC0424650		
8080 Test Library	UNCANNY X-MEN MASTERWORKS VOL. 2 - Special	RBC0424651		
8080 Test Library	UNCANNY X-MEN MASTERWORKS VOL. 3 - Special	RBC0424652		
8080 Test Library	THE UNWORTHY THOR - Special	RBC0424644		
8080 Test Library	Upside Down, Book 1: A Vampire Tale	RBC0387598		
8080 Test Library	VENOM BY RICK REMENDER VOL. 1 - Special	RBC0424653		
8080 Test Library	VENOM VS. CARNAGE - Special	RBC0424654		
8080 Test Library	VENOM: LETHAL PROTECTOR - Special	RBC0424655		
8080 Test Library	VISION VOL. 1: LITTLE WORSE THAN A MAN - Special	RBC0424656		
8080 Test Library	VISION VOL. 2: LITTLE BETTER THAN A BEAST - Special	RBC0424657		
8080 Test Library	Vitriol the Hunter	RBC0387599		
8080 Test Library	Wire Hangers	RBC0387600		
8080 Test Library	Wizard's Tale	RBC0387601		
8080 Test Library	WOLVERINE: OLD MAN LOGAN - Special	RBC0424658		
8080 Test Library	WOLVERINE: OLD MAN LOGAN VOL. 1 - BERZERKER - Special	RBC0424659		
8080 Test Library	WOLVERINE: OLD MAN LOGAN VOL. 2 - BORDERTOWN - Special	RBC0424660		
8080 Test Library	WOLVERINE: OLD MAN LOGAN VOL. 3 - THE LAST RONIN - Special	RBC0424661		
8080 Test Library	WOLVERINE: WEAPON X - Special	RBC0424662		
8080 Test Library	X-Files/30 Days of Night, Vol. 1	RBC0387747		
8080 Test Library	The X-Files: Season 10, Vol. 1	RBC0387554		
8080 Test Library	The X-Files: Season 10, Vol. 2	RBC0387555		
8080 Test Library	The X-Files: Year Zero	RBC0387556		
8080 Test Library	X-MEN BLUE VOL. 1: STRANGEST - Special	RBC0424663		
8080 Test Library	X-MEN BLUE VOL. 2: TOIL AND TROUBLE - Special	RBC0424664		
8080 Test Library	X-MEN: DARK PHOENIX SAGA - Special	RBC0424665		
8080 Test Library	X-MEN: DAYS OF FUTURE PAST - Special	RBC0424666		
8080 Test Library	X-MEN: LEGACY VOL. 1: PRODIGAL - Special	RBC0424667		
8080 Test Library	X-MEN: MESSIAH COMPLEX - Special	RBC0424668		
8080 Test Library	X-MEN: MUTANT GENESIS - Special	RBC0424669		
8080 Test Library	X-MEN: PHOENIX ENDSONG - Special	RBC0424670		
8080 Test Library	X-MEN: SCHISM - Special	RBC0424671		
8080 Test Library	X-MEN: SECOND COMING - Special	RBC0424672	01/01/1970	20
Total	211
